1485, 1700
1485, 1700
1489, 1700
1491, 1700
1492, 1700
1492, 1700
1493, 1700
1493, 1700
1493, 1700
1493, 1700
1494, 1700
1494, 1700
1494, 1700
1494, 1700
1494, 1700
1494, 1700
1494, 1700
1494, 1700
1494, 1700
1494, 1700
1494, 1700
1495, 1700
1495, 1700
1495, 1700
1495, 1700
1495, 1700
1495, 1700
1495, 1700
1495, 1700
1495, 1700
1495, 1700
1495, 1700
1495, 1700
1495, 1700
1495, 1700
1495, 1700
1495, 1700
1496, 1700
1496, 1700
1496, 1700
1496, 1700
1496, 1700
1496, 1700
1496, 1700
1496, 1700
1496, 1700
1496, 1700
1496, 1700
1496, 1700
1496, 1700
1496, 1700
1496, 1700
1496, 1700
1496, 1700
1497, 1700
1497, 1700
1497, 1700
1497, 1700
1497, 1700
1497, 1700
1497, 1700
1497, 1700
1497, 1700
1497, 1700
1497, 1700
1497, 1700
1497, 1700
1497, 1700
1497, 1700
1497, 1700
1497, 1700
1497, 1700
1498, 1700
1498, 1700
1498, 1700
1498, 1700
1498, 1700
1498, 1700
1498, 1700
1498, 1700
1498, 1700
1498, 1700
1498, 1700
1498, 1700
1498, 1700
1498, 1700
1498, 1700
1498, 1700
1498, 1700
1498, 1700
1498, 1700
1498, 1700
1498, 1700
1498, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1499, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1500, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1501, 1700
1507, 1700
1507, 1700
1507, 1700
1507, 1700
1507, 1700
1507, 1700
1508, 1700
1508, 1700
1508, 1700
1508, 1700
1508, 1700
1508, 1700
1508, 1700
1508, 1700
1508, 1700
1508, 1700
1508, 1700
1508, 1700
1508, 1700
1512, 1700
1512, 1700
1512, 1700
1512, 1700
1512, 1700
1512, 1700
1512, 1700
1512, 1700
1512, 1700
1512, 1700
1512, 1700
1512, 1700
1512, 1700
1512, 1700
1512, 1700
1512, 1700
1512, 1700
1512, 1700
1512, 1700
